PID,Monitored Facility,Contingency Name,lo_facility,lo_outage,Earliest,Latest
13794,Monticello-East Wiamac 138kv  l/o Rockport-Jefferson 765 kv,Jefferson-Rockport (JEF-ROC1) 765 Line,MONTICELLO-EAST WIAMAC 138 KV,ROCKPORT-JEFFERSON 765 KV,2012-02-16 00:00:00-05:00,2014-07-08 23:00:00-04:00
13801,Monticello-East Winamac 138 kV l/o Rockport-Jefferson 765 kV,Jefferson-Rockport (JEF-ROC1) 765 Line,MONTICELLO-EAST WINAMAC 138 KV,ROCKPORT-JEFFERSON 765 KV,2012-10-10 11:00:00-04:00,2014-07-07 23:00:00-04:00
13832,Magnetation-Monticello 138 l/o Cayuga-Veedersburg 230,Veedersburg - Cayuga 230 kV,MAGNETATION-MONTICELLO 138,CAYUGA-VEEDERSBURG 230,2014-06-25 18:00:00-04:00,2014-07-01 18:00:00-04:00
13849,Paris-Albers 138 kV l/o Pleasant Prairie-Racine 345 kV,PleasPrairie-Racine345,PARIS-ALBERS 138 KV,PLEASANT PRAIRIE-RACINE 345 KV,2014-06-26 16:00:00-04:00,2014-06-26 17:00:00-04:00
13854,Tazewell 345/138 kV T1 l/o Tazewell 345/138 kV T2,Tazewell 345/138 kV T2,TAZEWELL 345/138 KV T1,TAZEWELL 345/138 KV T2,2014-06-25 15:00:00-04:00,2014-06-25 19:00:00-04:00
13859,Renshaw-Livingston 161 l/o Shawnee 500/345,Shawnee 500/345,RENSHAW-LIVINGSTON 161,SHAWNEE 500/345,2013-11-28 07:00:00-05:00,2014-06-25 06:00:00-04:00
13866,Cook-Palisades 345 kV l/o Benton Harbor-Palisades 345 kV,Benton Harbor-Palisades (BEN-PAL1) 345 line,COOK-PALISADES 345 KV,BENTON HARBOR-PALISADES 345 KV,2010-10-06 00:00:00-04:00,2014-06-24 08:00:00-04:00
13887,Magnetation-Monticello 138 l/o Cayuga-Eugene 345,Caysub-Eugene 345kV,MAGNETATION-MONTICELLO 138,CAYUGA-EUGENE 345,2014-06-18 15:00:00-04:00,2014-06-18 16:00:00-04:00
13942,Monticello-E Winamac 138 l/o Olive-Dumont 345,L345.Dumont-Olive,MONTICELLO-E WINAMAC 138,OLIVE-DUMONT 345,2014-05-24 00:00:00-04:00,2014-06-10 21:00:00-04:00
13958,Magnetation-Monticello 138 l/o Olive-Dumont 345,L345.Dumont-Olive,MAGNETATION-MONTICELLO 138,OLIVE-DUMONT 345,2014-06-04 00:00:00-04:00,2014-06-09 15:00:00-04:00
13959,Monticello-E Winamac 138 l/o Olive-Dumont 345,Olive-Dumont 345,MONTICELLO-E WINAMAC 138,OLIVE-DUMONT 345,2014-05-23 09:00:00-04:00,2014-06-09 15:00:00-04:00
13979,Magnetation-Monticello 138 l/o Olive-Dumont 345,Olive-Dumont 345,MAGNETATION-MONTICELLO 138,OLIVE-DUMONT 345,2014-05-26 18:00:00-04:00,2014-06-04 14:00:00-04:00
13988,Rantoul-Rantoul Jct 138 kV l/o N Champaign-Mahomet-Rising 138,N.Champaign-Mohomet-Rising 138kV 3-Way Tap,RANTOUL-RANTOUL JCT 138 KV,N CHAMPAIGN-MAHOMET-RISING 138,2012-10-01 18:00:00-04:00,2014-06-02 15:00:00-04:00
14081,Pawnee 345/138 kv TX  l/o  Kincaid Lattham,345L2102 Kincaid-Blue Mound-Latham 345kV SPOG1-3-A,PAWNEE 345/138 KV TX,KINCAID LATTHAM,2014-05-20 10:00:00-04:00,2014-05-21 23:00:00-04:00
14170,Corrye-Warren WD 1085 l/o L230.Glade-Warren.2088,L230.Glade-Warren.2088 (No Elm Street Swap),CORRYE-WARREN WD 1085,L230.GLADE-WARREN.2088,2014-05-03 00:00:00-04:00,2014-05-09 23:00:00-04:00
14176,TILTONS2 138kV TIL-WIN l/o 502-KAM & .200,L500.Kammer-502Jct+765/500.Kammer.200 (IROL),TILTONS2 138 KV TIL-WIN,502-KAM & .200,2013-12-30 06:00:00-05:00,2014-05-09 16:00:00-04:00
14209,55 Hegew-17714 l/o Dumont - Wilton Center,Dumont-Wilton Center 765kV,55 HEGEW-17714,DUMONT - WILTON CENTER,2013-10-19 00:00:00-04:00,2014-05-03 06:00:00-04:00
14230,1352-Lilly 138 kV l/o Clinton Unit 1,CLINTON4 #1 UNIT (AMRN),1352-LILLY 138 KV,CLINTON UNIT 1,2010-06-22 00:00:00-04:00,2014-04-27 23:00:00-04:00
14235,Kewanee-Edwards 138kv l/o Duck Creek-Tazewell 345kv,L345.Duck Creek-Tazewell,KEWANEE-EDWARDS 138 KV,DUCK CREEK-TAZEWELL 345 KV,2013-09-27 00:00:00-04:00,2014-04-26 06:00:00-04:00
14267,Elmont #1 XFMR l/o Elmont #2 xfmr (failed sect),Elmont #2 500/230kV XF (failed sectionalizing),ELMONT #1 XFMR,ELMONT #2 XFMR (FAILED SECT),2013-11-04 06:00:00-05:00,2014-04-22 04:00:00-04:00
14281,155 Nelson 345/138 82 l/o 155 Nelson 345/138 81,Nelson TR81 345/138kV Transformer,155 NELSON 345/138 82,155 NELSON 345/138 81,2014-03-31 09:00:00-04:00,2014-04-19 22:00:00-04:00
14293,981 Crescent Ridge-7713 138kV l/o Nelson-Electric Junction 15502 345kV,L345.Nelson-Electric Junction.15502,981 CRESCENT RIDGE-7713 138 KV,NELSON-ELECTRIC JUNCTION 15502 345 KV,2014-02-21 07:00:00-05:00,2014-04-17 18:00:00-04:00
14298,Munster 345/138 l/o Wilton Center-Dumont 765+Lake George-Munster 345,Wilton Center-Dumont 765+Munster-Lake George 345,MUNSTER 345/138,WILTON CENTER-DUMONT 765+LAKE GEORGE-MUNSTER 345,2014-04-16 07:00:00-04:00,2014-04-17 07:00:00-04:00
14299,Powerton Jct-Lilly 138 l/o Havana-Ipava 138,Havana-Ipava 138,POWERTON JCT-LILLY 138,HAVANA-IPAVA 138,2013-10-18 00:00:00-04:00,2014-04-17 05:00:00-04:00
14306,Munster 345/138 l/o Wilton Center-Dumont 765,Dumont-Wilton Center 765kV,MUNSTER 345/138,WILTON CENTER-DUMONT 765,2014-04-16 07:00:00-04:00,2014-04-16 21:00:00-04:00
14325,Paddock-Townline 138 l/o Paddock-Blackhawk 138 kV,Paddock-Blackhawk 138,PADDOCK-TOWNLINE 138,PADDOCK-BLACKHAWK 138 KV,2013-06-26 08:00:00-04:00,2014-04-14 10:00:00-04:00
14337,Beaver Channel-Albany 161 kV l/o Cordova-Nelson 345 kV,Cordova-Nelson (15503) 345 Line,BEAVER CHANNEL-ALBANY 161 KV,CORDOVA-NELSON 345 KV,2012-10-01 07:00:00-04:00,2014-04-10 18:00:00-04:00
14359,Rising 345/138 kV TR1 l/o Dresden-Pontiac 345 kV,Dresden-Pontiac 345 kV,RISING 345/138 KV TR1,DRESDEN-PONTIAC 345 KV,2014-04-08 18:00:00-04:00,2014-04-08 18:00:00-04:00
14385,Whitestown-Guion 345 l/o Whitestown-Hortonville 345,Hortonvi-Whitesto 345 line,WHITESTOWN-GUION 345,WHITESTOWN-HORTONVILLE 345,2013-05-30 13:00:00-04:00,2014-04-03 10:00:00-04:00
14391,Todd Hunter 345/138 17 l/o Todd Hunter 345/138 15,TODHUNTER  BK 15 TRANSFORMER,TODD HUNTER 345/138 17,TODD HUNTER 345/138 15,2014-02-13 00:00:00-05:00,2014-04-02 20:00:00-04:00
14432,Pana 345/138 l/o Kincaid Unit 2+Kincaid-Lanesville 345,345L2101 & Kinc #2 SPOG 1-3-A,PANA 345/138,KINCAID UNIT 2+KINCAID-LANESVILLE 345,2014-03-21 00:00:00-04:00,2014-03-24 23:00:00-04:00
14444,Pana 345/138 kV xfmr l/o Kincaid Unit 2 + Kincaid-Lanesville 345 kV,Kincaid Unit 2 + Kincaid-Lanesville 345 kV,PANA 345/138 KV XFMR,KINCAID UNIT 2 + KINCAID-LANESVILLE 345 KV,2013-01-15 21:00:00-05:00,2014-03-23 22:00:00-04:00
14468,Benton Harbor-Palisades 345 kV l/o Twin Branch-Argenta 345 kV,Twin Branch-Argenta (ANG-DUM) 345 line,BENTON HARBOR-PALISADES 345 KV,TWIN BRANCH-ARGENTA 345 KV,2013-09-20 19:00:00-04:00,2014-03-19 04:00:00-04:00
14495,Cook-Palisades 345 kV l/o Cook-Benton Harbor345 kV,Cook-Benton 345 kV line,COOK-PALISADES 345 KV,COOK-BENTON HARBOR345 KV,2014-03-08 00:00:00-05:00,2014-03-12 23:00:00-04:00
14507,Cook-Palisades 345 l/o Cook-Benton Harbor 345 kV,Cook-Benton 345 kV line,COOK-PALISADES 345,COOK-BENTON HARBOR 345 KV,2014-03-06 10:00:00-05:00,2014-03-09 18:00:00-04:00
14551,Cook-Palisades 345 kV l/o Twin Branch-Argenta 345 kV,Twin Branch-Argenta (ANG-DUM) 345 line,COOK-PALISADES 345 KV,TWIN BRANCH-ARGENTA 345 KV,2014-01-31 21:00:00-05:00,2014-02-26 23:00:00-05:00
14587,7713 138kv 7713 2 l/o Hennepin-Ottawa,Hennepin - Ottawa (IP) 138 kV line,7713 138 KV 7713 2,HENNEPIN-OTTAWA,2013-12-09 07:00:00-05:00,2014-02-20 23:00:00-05:00
14611,Corrye-Warren WD 1085 l/o 230/115.Warren.T4+L230.Warren-Glade,230/115.Warren.T4 + L230.Warren-Glade,CORRYE-WARREN WD 1085,230/115.WARREN.T4+L230.WARREN-GLADE,2014-02-13 01:00:00-05:00,2014-02-14 15:00:00-05:00
14620,Lakeview-Zion 138 l/o Pleasant Prairie-Zion EC 345,Pleasant Prairie-Zion EC 345,LAKEVIEW-ZION 138,PLEASANT PRAIRIE-ZION EC 345,2014-02-11 04:00:00-05:00,2014-02-13 07:00:00-05:00
14629,Maple-Lngplntp 138 l/o Schahfer-Burr Oak 345,Schahfer-Burr Oak 345,MAPLE-LNGPLNTP 138,SCHAHFER-BURR OAK 345,2013-07-23 14:00:00-04:00,2014-02-11 22:00:00-05:00
14669,Beaver Channel-Albany 161 l/o Quad Cities-H471 ESS 345,Quad-H471 (0404) 345 Line,BEAVER CHANNEL-ALBANY 161,QUAD CITIES-H471 ESS 345,2013-03-29 23:00:00-04:00,2014-02-04 18:00:00-05:00
14691,Burr Oak-Plymouth 138 kV l/o Burr Oak-Leesburg 345 kV,Burr Oak-Leesburg 345 kV,BURR OAK-PLYMOUTH 138 KV,BURR OAK-LEESBURG 345 KV,2013-11-21 03:00:00-05:00,2014-01-30 00:00:00-05:00
14718,Beaver Channel-Albany 161 l/o Nelson-H471 ESS 345,155 Nelson-H471 (15504) 345 kV,BEAVER CHANNEL-ALBANY 161,NELSON-H471 ESS 345,2013-03-30 00:00:00-04:00,2014-01-21 18:00:00-05:00
14823,TILTONS2 138 kV  TIL-WIN l/o Kammer .T400,765/345.Kammer.T400,TILTONS2 138 KV TIL-WIN,KAMMER .T400,2013-12-18 06:00:00-05:00,2013-12-21 21:00:00-05:00
14825,Albers73-Paris 83 138 l/o Pleas Pr-Racine 345,PleasPrairie-Racine345,ALBERS73-PARIS 83 138,PLEAS PR-RACINE 345,2013-08-25 16:00:00-04:00,2013-12-21 11:00:00-05:00
14827,Renshaw_Livingston 161 l/o  Shawnee 500_345kv XFMR,SHAWNEE 500/345,RENSHAW_LIVINGSTON 161,SHAWNEE 500_345 KV XFMR,2013-12-01 00:00:00-05:00,2013-12-20 22:00:00-05:00
14844,Beaver Channel-Albany 161 l/o Rock Creek-Salem 345,L345.Salem-RockCreek(MEC),BEAVER CHANNEL-ALBANY 161,ROCK CREEK-SALEM 345,2013-12-14 07:00:00-05:00,2013-12-19 22:00:00-05:00
14857,Cumberland-Bush 138 kV l/o Westwood-Concord-Southeast 138 kV,Westwood-Concord-Southeast 138 kV,CUMBERLAND-BUSH 138 KV,WESTWOOD-CONCORD-SOUTHEAST 138 KV,2011-02-27 22:00:00-05:00,2013-12-18 17:00:00-05:00
14902,Burroak Plymouth 138 kv l/o  Burroak Leesburg,Burr Oak-Leesburg 345 kV,BURROAK PLYMOUTH 138 KV,BURROAK LEESBURG,2013-11-22 00:00:00-05:00,2013-12-10 23:00:00-05:00
14916,TILTONS2 138kV TIL-WIN l/o 502-KAM & .200,Kammer-502 Jct 500 kV & Kammer .200 765/500 kV,TILTONS2 138 KV TIL-WIN,502-KAM & .200,2013-10-16 09:00:00-04:00,2013-12-07 20:00:00-05:00
14976,Latham-Fogarty 138 l/o Loretto-Wilton Center 345,Loretto-Wilton Center 345 kV,LATHAM-FOGARTY 138,LORETTO-WILTON CENTER 345,2013-11-25 18:00:00-05:00,2013-11-25 19:00:00-05:00
15072,Elmont #1 XFMR l/o Elmont #2 xfmr (failed sect),Elmont #2 500/230kV XF (failed sect),ELMONT #1 XFMR,ELMONT #2 XFMR (FAILED SECT),2013-11-10 05:00:00-05:00,2013-11-12 19:00:00-05:00
15088,Kewanee-Edwards 138 kv l/o Edwards unit 3,Edwards Unit 3,KEWANEE-EDWARDS 138 KV,EDWARDS UNIT 3,2013-05-13 23:00:00-04:00,2013-11-06 14:00:00-05:00
15106,Hennepin-LTVSteel 1552 138 l/o Ottawa Tap 138 Sub,Ottawa Tap 138 Sub,HENNEPIN-LTVSTEEL 1552 138,OTTAWA TAP 138 SUB,2013-10-29 07:00:00-04:00,2013-10-31 00:00:00-04:00
15121,Mason City-Mt Pulaski 138 kV l/o Duck Creek-Tazewell 345 kV,Duck Creek-Tazewell (33161331) 345 Line,MASON CITY-MT PULASKI 138 KV,DUCK CREEK-TAZEWELL 345 KV,2013-09-29 02:00:00-04:00,2013-10-27 13:00:00-04:00
15147,Davnprt-E.Calamus 161 l/o Arnold-Tiffin 345,Tiffin-Arnold 345 kV,DAVNPRT-E.CALAMUS 161,ARNOLD-TIFFIN 345,2013-10-17 00:00:00-04:00,2013-10-18 18:00:00-04:00
15151,55 Hegew-17714 l/o 19714 GREENSHAW - IC AIR,19714 GREENSHAW - IC AIR,55 HEGEW-17714,19714 GREENSHAW - IC AIR,2013-10-11 00:00:00-04:00,2013-10-18 07:00:00-04:00
15158,Davenport-E Calamus 161 l/o Arnold-Tiffin 345,Tiffin-Arnold 345 kV,DAVENPORT-E CALAMUS 161,ARNOLD-TIFFIN 345,2013-10-16 09:00:00-04:00,2013-10-17 13:00:00-04:00
15168,Davenport-E Calamus 161 l/o Arnold-Tiffin 345+Quad Cities-Rock Crk 345,Arnold-Tiffin 345+Quad Cities-Rock Crk 345,DAVENPORT-E CALAMUS 161,ARNOLD-TIFFIN 345+QUAD CITIES-ROCK CRK 345,2013-10-16 08:00:00-04:00,2013-10-16 08:00:00-04:00
15191,Galesburg 161/138 xfmr 2 l/o Electric Jct-Nelson 345 kV,Nelson-Electric Junction 345kV (15502 line),GALESBURG 161/138 XFMR 2,ELECTRIC JCT-NELSON 345 KV,2013-10-07 03:00:00-04:00,2013-10-10 05:00:00-04:00
15194,Beaver Channel-Albany l/o Quad Cities - H471 ESS  345,L345.Quad Cities-H471.0404,BEAVER CHANNEL-ALBANY,QUAD CITIES - H471 ESS 345,2013-08-06 00:00:00-04:00,2013-10-08 22:00:00-04:00
15270,Bunsonville-Eugene 345 l/o Wilton Center-Loretto,L345.Loretto-WiltonCenter.11212,BUNSONVILLE-EUGENE 345,WILTON CENTER-LORETTO,2013-09-24 00:00:00-04:00,2013-10-01 23:00:00-04:00
15299,Pana 345 /138 xfmr l/o Kincaid unit 2,21 Kincaid.U2,PANA 345 /138 XFMR,KINCAID UNIT 2,2013-09-24 00:00:00-04:00,2013-09-26 23:00:00-04:00
15304,Bunsonville-Eugene 345 l/o Wilton Center-Loretto 345,Loretto-Wilton Center 345 kV,BUNSONVILLE-EUGENE 345,WILTON CENTER-LORETTO 345,2013-09-23 08:00:00-04:00,2013-09-26 10:00:00-04:00
15305,Corrye-Warren WD 1085 l/o L230.Glade-Warren.2088,L230.Glade-Warren.2088,CORRYE-WARREN WD 1085,L230.GLADE-WARREN.2088,2013-09-25 00:00:00-04:00,2013-09-25 23:00:00-04:00
15309,Pana 345/138 l/o Kincaid Unit 2,Kincaid Unit 2,PANA 345/138,KINCAID UNIT 2,2013-09-23 11:00:00-04:00,2013-09-25 15:00:00-04:00
15316,Loretto-Wilton Center 345 l/o Eugene-Bunsonville 345,L345.Bunsonville-Eugene,LORETTO-WILTON CENTER 345,EUGENE-BUNSONVILLE 345,2013-09-23 06:00:00-04:00,2013-09-23 23:00:00-04:00
15323,Bunsonville-Eugene 345 kV l/o Casey-Breed 345 kV,L345.Breed-West Casey,BUNSONVILLE-EUGENE 345 KV,CASEY-BREED 345 KV,2013-06-05 00:00:00-04:00,2013-09-23 00:00:00-04:00
15325,6 Byron-156 Cherry Valley 0621 l/o Nelson-Electric Junction,L345.Nelson-Electric Junction.15502,6 BYRON-156 CHERRY VALLEY 0621,NELSON-ELECTRIC JUNCTION,2013-09-19 00:00:00-04:00,2013-09-20 23:00:00-04:00
15333,Pana TR2 345/138 kV l/o Coffeen-Ramsey-Holland 345 kV,Coffeen-Ramsey-Holland 345 kV,PANA TR2 345/138 KV,COFFEEN-RAMSEY-HOLLAND 345 KV,2013-09-18 19:00:00-04:00,2013-09-20 12:00:00-04:00
15335,Michigan City - Laporte 138 kV l/o Babcock-Stillwell 345 kV & XF #1,L345.Babcock-Stillwell+345/138.Stillwell.1,MICHIGAN CITY - LAPORTE 138 KV,BABCOCK-STILLWELL 345 KV & XF #1,2013-04-27 00:00:00-04:00,2013-09-20 08:00:00-04:00
15343,6101-Hennepin 138 l/o Oglesby Tap 138 sub,Oglesby Tap 138 sub,6101-HENNEPIN 138,OGLESBY TAP 138 SUB,2013-04-19 03:00:00-04:00,2013-09-19 15:00:00-04:00
15348,Byron-Cherry Valley l/o Nelson-Electric Jct  &Byron Bus 7,Nelson-Electric Junction 345kV (15502 line),BYRON-CHERRY VALLEY,NELSON-ELECTRIC JCT &BYRON BUS 7,2013-09-18 00:00:00-04:00,2013-09-18 23:00:00-04:00
15371,W Lafayette-Cumberland 138 kV l/o Westwood-Tippecanoe Labs 138 kV,Westwood-Tippecanoe Labs 138 kV,W LAFAYETTE-CUMBERLAND 138 KV,WESTWOOD-TIPPECANOE LABS 138 KV,2013-06-21 13:00:00-04:00,2013-09-12 19:00:00-04:00
15373,Arcadian-Zion 345 l/o Pleasant Prairie-Zion 345+Zion-Lakeview 138 (SPS),Pleasant Prairie-Zion 345+Zion-Lakeview 138 (SPS),ARCADIAN-ZION 345,PLEASANT PRAIRIE-ZION 345+ZION-LAKEVIEW 138 (SPS),2013-03-04 06:00:00-05:00,2013-09-12 17:00:00-04:00
15446,3 Rocky - Battlebo 123A l/o L500.Carson-Wake.570,L500.Carson-Wake.570,3 ROCKY - BATTLEBO 123A,L500.CARSON-WAKE.570,2013-08-14 00:00:00-04:00,2013-09-04 23:00:00-04:00
15478,State Farm-S Bloom 1596 138 l/o Brokaw-State Farm 1562 138+Brokaw TR2,Brokaw-State Farm 1562 138+Brokaw TR2,STATE FARM-S BLOOM 1596 138,BROKAW-STATE FARM 1562 138+BROKAW TR2,2013-08-28 13:00:00-04:00,2013-08-28 20:00:00-04:00
15513,Roxana-Praxair 1 138 kV l/o Roxana-Mitchell Yark 138 KV,Roxana-Mitchell Yard 138 kV,ROXANA-PRAXAIR 1 138 KV,ROXANA-MITCHELL YARK 138 KV,2012-09-23 06:00:00-04:00,2013-08-15 23:00:00-04:00
15515,Roxana-Praxair  138kv l/o Dumont-Wilton Center 76kv + Powerton 5/Joliet 7,SPS Armed: DUM-WIL 11215 w/ PO-5 & JO-7 Trip,ROXANA-PRAXAIR 138 KV,DUMONT-WILTON CENTER 76 KV + POWERTON 5/JOLIET 7,2013-08-10 00:00:00-04:00,2013-08-14 23:00:00-04:00
15516,Maple-Lngplntp 138 l/o Schahfer-Burr Oak 345,L345.Burr Oak-Schaffer,MAPLE-LNGPLNTP 138,SCHAHFER-BURR OAK 345,2013-07-28 00:00:00-04:00,2013-08-14 23:00:00-04:00
15517,Michigan City -Laporte l/o wilton Center-Dumont 765+Powerton 5/Joliet 7(SPS),SPS Armed: DUM-WIL 11215 w/ PO-5 & JO-7 Trip,MICHIGAN CITY -LAPORTE,WILTON CENTER-DUMONT 765+POWERTON 5/JOLIET 7(SPS),2013-06-21 00:00:00-04:00,2013-08-14 20:00:00-04:00
15520,Miami Fort 345/138-kV TX9 l/o Dearborn-Tanners Creek 345 kV,L345.Tanners Creek-Dearborn1,MIAMI FORT 345/138-KV TX9,DEARBORN-TANNERS CREEK 345 KV,2013-05-31 00:00:00-04:00,2013-08-13 21:00:00-04:00
15527,Roxana-Praxair 138 kV l/o Wilton Center-Dumont 765+Powerton 5/Joliet 7 (SPS),Dumont-Wilton Center 765kV + Powerton 5 + Joliet 7,ROXANA-PRAXAIR 138 KV,WILTON CENTER-DUMONT 765+POWERTON 5/JOLIET 7 (SPS),2013-07-07 05:00:00-04:00,2013-08-13 07:00:00-04:00
15532,Pleasant Prairie-Zion 345 kV l/o Zion-Arcadian 345 kV,Zion-Arcadian (2222) 345 Line,PLEASANT PRAIRIE-ZION 345 KV,ZION-ARCADIAN 345 KV,2012-11-15 06:00:00-05:00,2013-08-11 15:00:00-04:00
15592,Michigan City - Laporte 138 kV l/o Dumont -Wilton Center 765 kV,L765.Dumont-Wilton Center.11215,MICHIGAN CITY - LAPORTE 138 KV,DUMONT -WILTON CENTER 765 KV,2013-06-25 00:00:00-04:00,2013-07-22 08:00:00-04:00
15655,Monticello-East Winamac 138 kV l/o Schahfer-Burr Oak 345 kV,L345.Burr Oak-Schaffer,MONTICELLO-EAST WINAMAC 138 KV,SCHAHFER-BURR OAK 345 KV,2013-05-22 00:00:00-04:00,2013-07-10 23:00:00-04:00
15722,Michigan City -Laporte l/o wilton Center-Dumont 765+Powerton 5/Joliet 7(SPS),Dumont-Wilton Center 765kV + Powerton 5 + Joliet 7,MICHIGAN CITY -LAPORTE,WILTON CENTER-DUMONT 765+POWERTON 5/JOLIET 7(SPS),2011-12-29 00:00:00-05:00,2013-06-20 23:00:00-04:00
15731,Pleasant Prairie-Zion 345 l/o Zion-Arcadian 345+Zion-Lakeview 138 (SPS),Zion-Arcadian 345+Zion-Lakeview 138 (SPS),PLEASANT PRAIRIE-ZION 345,ZION-ARCADIAN 345+ZION-LAKEVIEW 138 (SPS),2013-05-01 19:00:00-04:00,2013-06-17 21:00:00-04:00
15769,Dune Acres-Michigan City 2 138 kV l/o Dune Acres-Michigan City 1 138 k,Dune Acre-Michigan City #1,DUNE ACRES-MICHIGAN CITY 2 138 KV,DUNE ACRES-MICHIGAN CITY 1 138 K,2013-04-03 05:00:00-04:00,2013-06-05 18:00:00-04:00
15827,Whitestown-Guion 345 l/o Fall Creek 345/138-kV TX,Fall Creek (. 1) 345/138 tx,WHITESTOWN-GUION 345,FALL CREEK 345/138-KV TX,2013-05-30 13:00:00-04:00,2013-05-30 13:00:00-04:00
15892,Powerton(1352)-Lilly 138 kV l/o Kewanee-Toulon 138 kV,Kewanee-Toulon 138 kV,POWERTON(1352)-LILLY 138 KV,KEWANEE-TOULON 138 KV,2013-05-20 06:00:00-04:00,2013-05-20 19:00:00-04:00
15917,Edwards-Kewanee 138 l/o Kendall-Lockport 345,Kendall-Lockport 345 kV,EDWARDS-KEWANEE 138,KENDALL-LOCKPORT 345,2013-05-14 11:00:00-04:00,2013-05-15 15:00:00-04:00
15924,Kewanee-Edwards 138 l/o Powerton-Tazewell 345+Powerton BT,Powerton-Tazewell 345+Powerton BT,KEWANEE-EDWARDS 138,POWERTON-TAZEWELL 345+POWERTON BT,2013-04-13 06:00:00-04:00,2013-05-11 12:00:00-04:00
15939,Monroe-Wayne 345 l/o Monroe-Brownstown 1 345,Monroe-Brownstown 345 kV,MONROE-WAYNE 345,MONROE-BROWNSTOWN 1 345,2012-07-24 00:00:00-04:00,2013-05-07 16:00:00-04:00
15948,6101-Hennepin 138 l/o Oglesby Tap 138 sub,138L7713 Mazon-7713-Crescent R-Oglesby 138kV Line,6101-HENNEPIN 138,OGLESBY TAP 138 SUB,2013-04-23 00:00:00-04:00,2013-05-06 06:00:00-04:00
15958,6101-Hennepin 138 l/o Kewanee-Crescent Ridge 138,Kewanee (CE) - Cresent 138 kV,6101-HENNEPIN 138,KEWANEE-CRESCENT RIDGE 138,2013-04-18 11:00:00-04:00,2013-05-04 03:00:00-04:00
15970,Kewanee-Edwards 138kv l/o Nelson-electric Jct,Nelson-Electric Junction 345kV (15502 line),KEWANEE-EDWARDS 138 KV,NELSON-ELECTRIC JCT,2013-05-01 00:00:00-04:00,2013-05-01 06:00:00-04:00
15976,Crescent 7713 l/o Kewanee Streator 6101,Kewanee-Streator 6101 138,CRESCENT 7713,KEWANEE STREATOR 6101,2013-04-30 00:00:00-04:00,2013-04-30 05:00:00-04:00
16029,Prairie State-W Mt Vernon 345 kV l/o St Francis-Lutesville 345 kV,St. Francis-Lutesville 345kV,PRAIRIE STATE-W MT VERNON 345 KV,ST FRANCIS-LUTESVILLE 345 KV,2012-10-01 00:00:00-04:00,2013-04-15 08:00:00-04:00
16043,Beaver Channel-Sub 49 161 l/o Cordova-Sub 39 345+Sub 39 345/161,Cordova-Sub 39 345+Sub 39 345/161,BEAVER CHANNEL-SUB 49 161,CORDOVA-SUB 39 345+SUB 39 345/161,2013-04-12 07:00:00-04:00,2013-04-12 07:00:00-04:00
16108,Hendricks-West Mill 138 kV l/o Wilton Center-Dumont 765 kV,Dumont-Wilton Center 765kV,HENDRICKS-WEST MILL 138 KV,WILTON CENTER-DUMONT 765 KV,2013-04-03 00:00:00-04:00,2013-04-03 02:00:00-04:00
16116,Breed-Wheatland 345 l/o Eugene-Cayuga 345,Caysub-Eugene 345kV,BREED-WHEATLAND 345,EUGENE-CAYUGA 345,2013-02-10 08:00:00-05:00,2013-03-31 23:00:00-04:00
16137,Cumberland-Bushcin 138 l/o Cayuga3-Eugene 345,Caysub-Eugene 345kV,CUMBERLAND-BUSHCIN 138,CAYUGA3-EUGENE 345,2013-02-09 21:00:00-05:00,2013-03-25 01:00:00-04:00
16176,Lanesville-Illiopolis 138 l/o Brokaw-Lanesville 345,Lanesville-Brokaw-Pontiac 345 kV,LANESVILLE-ILLIOPOLIS 138,BROKAW-LANESVILLE 345,2013-01-03 10:00:00-05:00,2013-03-14 15:00:00-04:00
16181,Reynold 345/138 l/o Eugene-Cayuga3 345,Caysub-Eugene 345kV,REYNOLD 345/138,EUGENE-CAYUGA3 345,2013-03-13 10:00:00-04:00,2013-03-13 13:00:00-04:00
16207,Kewanee-Edwards 138kv l/o Duck Creek-Tazewell 345kv,Duck Creek-Tazewell (33161331) 345 Line,KEWANEE-EDWARDS 138 KV,DUCK CREEK-TAZEWELL 345 KV,2012-03-28 06:00:00-04:00,2013-03-08 07:00:00-05:00
16222,Prairie State-W Mt Vernon 345 kV l/o Coffeen-Roxford 345 kV,Coffeen-Roxfd 345,PRAIRIE STATE-W MT VERNON 345 KV,COFFEEN-ROXFORD 345 KV,2012-10-02 06:00:00-04:00,2013-03-05 07:00:00-05:00
16234,Rising 345/138 kV TR1 l/o Kincaid-Latham-Blue Mound 345 kV,Kincaid-Latham-Blue Mound 345 kV,RISING 345/138 KV TR1,KINCAID-LATHAM-BLUE MOUND 345 KV,2010-11-24 07:00:00-05:00,2013-02-28 18:00:00-05:00
16243,Rising 345/138 kV TR1 l/o Kincaid-Latham-Blue Mound 345 kV,345L2102 Kincaid-Blue Mound-Latham 345kV SPOG1-3-A,RISING 345/138 KV TR1,KINCAID-LATHAM-BLUE MOUND 345 KV,2013-02-22 00:00:00-05:00,2013-02-26 23:00:00-05:00
16246,Rising 345/138 l/o Pontiac-Blue Mound 345,Blue Mound-Ponitiac 345 kV,RISING 345/138,PONTIAC-BLUE MOUND 345,2012-10-31 11:00:00-04:00,2013-02-26 16:00:00-05:00
